client_id,training_round,fed_train,fed_val
0_0,0,0.4922510353833672,0.45801383471488955
0_1,0,0.5062357980435289,0.473803836107254
0_2,0,0.4670697271706551,0.4244094948768616
0_3,0,0.4752437276399042,0.45007307851314543
0_4,0,0.46434184592070543,0.42149935030937197
0_5,0,0.5019320568700475,0.478853662610054
1_0,0,0.5401629360674096,0.5025983994459584
1_1,0,0.5325303646943552,0.495175292239572
1_2,0,0.5339170109025009,0.5093678249059802
1_3,0,0.5451338624568294,0.5274054477684689
1_4,0,0.5405885066917474,0.5146637104288505
1_5,0,0.5547206229228767,0.5924428422955701
2_0,0,0.6695050066884827,0.5572572669180313
2_1,0,0.6671197814684288,0.5637370887959358
2_2,0,0.6746073178216523,0.5755021672437687
2_3,0,0.6700603504683457,0.5658080849317041
2_4,0,0.6768105710838356,0.583373757282106
2_5,0,0.6822427093398338,0.5868389116655482
3_0,0,0.6781752762433729,0.5970009207725525
3_1,0,0.6769078383712392,0.5920336769024531
3_2,0,0.690234621594611,0.6049486418565114
3_3,0,0.6851298610042584,0.5894741598765055
3_4,0,0.6880457211089762,0.6023692242304484
3_5,0,0.6848868495343547,0.5969379079341889
0_0,1,0.43900835332204036,0.43480682611465454
0_1,1,0.4540028850159307,0.451339054107666
0_2,1,0.4119309394026366,0.3855922032594681
0_3,1,0.43819278824751773,0.4291788294315338
0_4,1,0.4096215278144896,0.3820770630836487
0_5,1,0.4588839537280751,0.45311787915229795
1_0,1,0.49054214197525875,0.4767087554409556
1_1,1,0.48176490327865956,0.47180147001343054
1_2,1,0.4990698282452796,0.48668429951598174
1_3,1,0.5279034898221064,0.5192450036967757
1_4,1,0.504590745881307,0.489207456581784
1_5,1,0.5318960779004818,0.5634547939700801
2_0,1,0.5230259867567643,0.4612846645978418
2_1,1,0.5232797726696613,0.4712957011000945
2_2,1,0.5364165707838302,0.46395946021127227
2_3,1,0.5302518498079449,0.45160409896680626
2_4,1,0.538219123786571,0.4643603763958015
2_5,1,0.5384184664078787,0.46795240221637313
3_0,1,0.5870017712249568,0.5422057588895162
3_1,1,0.5836721261669147,0.5379717330137889
3_2,1,0.5955686723127177,0.5490114045143127
3_3,1,0.5858718225438344,0.5291726591189703
3_4,1,0.5926688933058789,0.5417026382684708
3_5,1,0.5901316839613413,0.5340613536039989
0_0,2,0.42392708314216043,0.4229406270980835
0_1,2,0.44034859045284,0.4393753032684326
