iso_train,iso_val
0.5237329066034377,0.47324713492393494
0.45595547815007487,0.45184288918972015
0.4394031950807947,0.43564522767066954
0.4254588898945981,0.42501750648021697
0.41512093792750143,0.41707405328750613
0.40769991566111724,0.41183928072452547
0.401717760020823,0.40760810577869416
0.39712760298270877,0.4044620852470398
0.39319404918612455,0.40232125675678254
0.39013749419704197,0.39999492490291594
0.38715684232045344,0.3989432286024094
0.38475869590137884,0.3974393026828766
0.38223813151515373,0.3963432193994522
0.3800961425102602,0.39475285410881045
0.37810245291219924,0.3945459017753601
0.3759545128880523,0.39230560874938963
0.3742627415248728,0.39189206993579867
0.3726746976140916,0.39082835483551026
0.3706627930477848,0.39021620082855224
0.369083567104471,0.3894032739400864
0.3672746893927807,0.38824442446231844
0.3658544964443042,0.38791337597370146
0.3641508422263964,0.38706392550468444
0.3624954933491279,0.3859116487503052
0.36110129483102815,0.3853207981586456
0.35966431396448706,0.38457768845558166
0.3583765821898077,0.3839931890964508
0.3567748783728269,0.3831434260606766
0.3554491207707585,0.3824954981803894
0.3545503016766601,0.3822715063095093
0.35312063411230177,0.3815491025447845
0.3518976275259116,0.3808852595090866
0.35056877435427014,0.3791021798849106
0.3492333917753903,0.3797606703042984
0.3485163943622056,0.3788623071908951
0.34691554888730913,0.3782872838973999
0.34612971708530516,0.3786418073177338
0.3445652907523583,0.3777094740867615
0.3434028694714148,0.3769277243614197
0.3420583148758242,0.37651345670223235
0.340935803480505,0.3766638355255127
0.3399316309474585,0.3767239850759506
0.33885711290704923,0.37557119703292846
0.338347592046411,0.37659587824344637
0.3368903748163088,0.3751426399946213
0.33607356555349244,0.37495114088058473
0.33485246643306704,0.3748190377950668
0.33411830470083265,0.3735474886894226
0.3332183354600208,0.3748121557235718
0.3326578699932324,0.3741084443330765
0.3311631568069533,0.37315460515022275
0.33052756308805287,0.37542533028125763
0.3294640690909596,0.37298613023757937
0.3284376390923665,0.37237250673770905
0.32761435410169165,0.37287360310554507
0.3264975040916383,0.3725308051109314
0.3260116187019611,0.37305839228630067
0.3247302270193738,0.3710304319858551
0.32382749179451487,0.37218755996227265
0.32306620595962043,0.3714818831682205
0.32236008111416825,0.3717101322412491
