client_id,training_round,fed_train,fed_val
0_0,0,0.8213082962031439,0.791904746055603
0_3,0,0.7687482025444977,0.9500734996795654
1_0,0,0.8832225902475042,0.8462110108485187
1_1,0,0.8707640087432998,0.8303682755162246
1_2,0,0.8370716905207942,0.8090813972436599
1_4,0,0.8441500326069139,0.8193289823558209
1_5,0,0.8903688148950502,26.710930815795912
2_0,0,0.6121150288073456,0.5177517583464631
2_1,0,0.6180425625221402,5.424268077358161
2_2,0,0.6304798374573389,0.4015288950488119
2_3,0,0.6049153981547729,0.3908742992299618
2_4,0,0.6388029477321634,0.39947753716813456
2_5,0,0.6333367190524644,0.49629244636191
3_0,0,0.6772562652630242,0.5310365929206212
3_1,0,0.6735901013016701,0.5360141679644584
3_2,0,0.7029907901918417,0.5277762498458226
3_3,0,0.6628956526125732,0.514160584906737
3_4,0,0.6798107933841253,0.5142158995072047
3_5,0,0.68633927899952,0.5139982312917709
0_0,1,0.708001562430868,0.7557716597318649
0_3,1,0.6915534579261081,0.914867265343666
1_0,1,0.7647970803886008,0.7968507613578852
1_1,1,0.7762948703958834,0.7970021911998735
1_2,1,0.733881240375608,0.7404474195120109
1_4,1,0.750687147189173,0.7598658496663518
1_5,1,0.8292230953522723,23.00445208323263
2_0,1,0.4205744295727973,0.434197205718201
2_1,1,0.4279813194537864,2.8292122486941884
2_2,1,0.4318423951227291,0.3706780698629889
2_3,1,0.42682140086795767,0.3678948296473758
2_4,1,0.4347722983243419,0.36936947290260014
2_5,1,0.4287290798828882,0.3895757642417851
3_0,1,0.527783094660232,0.48567105213801065
3_1,1,0.5247720083908031,0.4862293992936611
3_2,1,0.533822882136232,0.47795822312434516
3_3,1,0.5246622931996459,0.4685098218917847
3_4,1,0.5223122765065024,0.4681760953863462
3_5,1,0.5284479288384318,0.4671143317222595
0_0,2,0.6915029332511068,0.7331002422571182
0_3,2,0.6754854753848136,0.8962793564796447
1_0,2,0.7487854236643091,0.7866312346971818
1_1,2,0.769213540198134,0.7875625038669057
1_2,2,0.7056104315699433,0.7303483621047361
1_4,2,0.7259895528981583,0.7465419450598042
1_5,2,0.8225125957199996,5.895609965072061
2_0,2,0.39283980874746455,0.4037649511995882
2_1,2,0.3976726143383512,1.7241023713999455
2_2,2,0.40379944082130403,0.357497767056569
2_3,2,0.40254730687421914,0.3559909859801283
2_4,2,0.4074827767178124,0.35724617245763834
2_5,2,0.4001043926120973,0.398658492039926
3_0,2,0.4979250995981458,0.47129655102888746
3_1,2,0.493139902816007,0.47142146915197375
3_2,2,0.5012429185015591,0.46572706947724024
3_3,2,0.4942797010666446,0.4522513018051783
3_4,2,0.49082863178888436,0.4490431948502858
3_5,2,0.5001376855530237,0.45521945734818775
0_0,3,0.6848035592028475,0.7273053535223007
0_3,3,0.6674005326440954,1.0171171097755431
1_0,3,0.7420791497440646,0.7788315036871137
1_1,3,0.7632456762220362,0.7794533989725322
1_2,3,0.6908567073426658,0.7197837372765924
1_4,3,0.7123422343953908,0.7407539781645267
1_5,3,0.8212430344211111,4.905588411610492
2_0,3,0.38312388153052795,0.38855521675973836
2_1,3,0.38942793829768313,1.224998491530371
2_2,3,0.3931234110804165,0.35500035014483006
2_3,3,0.39238376396836017,0.3511206742265437
2_4,3,0.3953588233858931,0.349613302857569
2_5,3,0.3895656599425802,0.3530086084167556
3_0,3,0.4861228747881557,0.4661196768283844
3_1,3,0.4808999358333255,0.4664855498075485
3_2,3,0.488701811991632,0.4582296814521154
3_3,3,0.47890800676357587,0.44426882674296697
3_4,3,0.4759495415675797,0.45352739880482357
3_5,3,0.488866822352927,0.4556584158539772
0_0,4,0.6787884639590744,0.7234947934150696
0_3,4,0.6592811343120778,0.9459325582385063
1_0,4,0.7339049817846833,0.7707679022620194
1_1,4,0.7552678939893092,0.7762048702387914
1_2,4,0.6816323191570721,0.716472884816845
1_4,4,0.7035341527339795,0.7348650111986773
1_5,4,0.8128181363074042,2.5484291665310406
2_0,4,0.37442222931513597,0.6315021175559205
2_1,4,0.3848986096826254,1.6548026441642554
2_2,4,0.38918324844802127,0.3492177589104907
2_3,4,0.3875261807777718,0.3456178292041958
2_4,4,0.3906802654120268,0.349672075102825
2_5,4,0.3846163813974343,0.3606255657897137
3_0,4,0.4805459705132403,0.4579051368435224
3_1,4,0.4740278059616685,0.46076983710130054
3_2,4,0.4823322538776617,0.45503219445546467
3_3,4,0.47199692944750976,0.44136229117711384
3_4,4,0.4694368461833188,0.4391860321164131
3_5,4,0.4836318815421117,0.44718038499355317
0_0,5,0.6786866361700644,0.7207639288902282
0_3,5,0.6529238207309734,0.9250579090714455
1_0,5,0.7266441568625059,0.7664993521723434
1_1,5,0.7511600259718277,0.7646057731913825
1_2,5,0.6732931035242492,0.7069666212710151
1_4,5,0.6973236366141614,0.7291474663210611
1_5,5,0.8228495170315393,2.400726425277926
2_0,5,0.3706430718302727,0.402960337329619
2_1,5,0.3814847625645937,1.2306616135162882
2_2,5,0.3852135495958375,0.3502221594352533
2_3,5,0.3840953677746595,0.3453141208922509
2_4,5,0.3874457447113944,0.34558442308761106
2_5,5,0.38339609177965744,0.3709542864915168
3_0,5,0.47633854539966897,0.45592226545015974
3_1,5,0.4698235674418117,0.4541096195578575
3_2,5,0.4790170082920476,0.45570963899294537
3_3,5,0.46753791999071836,0.4405499075849851
3_4,5,0.4648676523938775,0.43926383793354035
3_5,5,0.4797048848612528,0.4445575213432312
0_0,6,0.6684896113482985,0.720008855342865
0_3,6,0.6474657001223151,0.9429589487314224
1_0,6,0.7195280379743028,0.7616666663084587
1_1,6,0.7443714392699784,0.7620518124886673
1_2,6,0.6682075445922159,0.7065338307488573
1_4,6,0.69169316907152,0.7237829733503996
1_5,6,0.8075862966960282,1.8178833431571069
2_0,6,0.37076314279407846,0.8048396882149252
2_1,6,0.3801824855161648,0.9021784086333643
2_2,6,0.3828587102539399,0.3495578805703928
2_3,6,0.3822825236939916,0.34249284177428424
2_4,6,0.38486849991422073,0.34687310796562987
2_5,6,0.3810255006686145,0.386061895454284
3_0,6,0.4751807496833958,0.4572265111406644
3_1,6,0.4668537143519835,0.45238746047019956
3_2,6,0.4763023562141155,0.4496846256653468
3_3,6,0.46533234400282564,0.43618603458007177
3_4,6,0.4626757181494644,0.436505735317866
3_5,6,0.4767557586984415,0.44257637013991674
0_0,7,0.6631910014222926,0.715306524515152
0_3,7,0.6438847906946197,1.0790952820777893
1_0,7,0.7145360190448143,0.7680140248615376
1_1,7,0.7388295888257541,0.7565278049803128
1_2,7,0.6625331078501914,0.7021207532090862
1_4,7,0.6872915755555355,0.7240161562923098
1_5,7,0.8031536989289222,2.2375252451339778
2_0,7,0.36868523010144044,0.7871401270132253
2_1,7,0.37638747984287785,0.6425692229577811
2_2,7,0.38168814055183353,0.3520959271947936
2_3,7,0.38209164062259243,0.34231234275468503
2_4,7,0.3830185466099019,0.34586122277939674
2_5,7,0.3799890750909553,0.38123018877341014
3_0,7,0.47112337833172396,0.4534553236762683
3_1,7,0.46340542526817635,0.4492299918333689
3_2,7,0.4745792985256565,0.4487553480267525
3_3,7,0.4633373622047274,0.4351355955004692
3_4,7,0.4608301059588006,0.4319439815481504
3_5,7,0.47545954305678606,0.4411659064888954
0_0,8,0.6594922793369125,0.7143814733624458
0_3,8,0.6406029508573803,0.9183985058665276
1_0,8,0.7074236806562478,0.7577304756336839
1_1,8,0.7346025275455105,0.7584340124234666
1_2,8,0.6627933868615747,0.708564561540193
1_4,8,0.6853977914551179,0.7210416450117626
1_5,8,0.7986196916309192,2.6977677745540647
2_0,8,0.36834446567238543,0.6148932427167892
2_1,8,0.37770445867642466,1.2428716744231705
2_2,8,0.38087041654130993,0.34775840734491253
2_3,8,0.38057537764018656,0.34576550303119247
2_4,8,0.3827407555837257,0.34248956610070597
2_5,8,0.3789364756906734,0.3892994586488988
3_0,8,0.4729854669912081,0.45369529505570727
3_1,8,0.4616525209949989,0.4608835364381472
3_2,8,0.4731360078838311,0.44613193164269127
3_3,8,0.46363736252839627,0.43959740092356997
3_4,8,0.4580895689463145,0.43502841134866077
3_5,8,0.4728922494442055,0.44374946743249893
0_0,9,0.6594718824338726,0.7113698369264603
0_3,9,0.6346897892360612,0.8679413225054741
1_0,9,0.706159926146912,0.7603831200921622
1_1,9,0.7321039998917271,0.7540825238845644
1_2,9,0.6552016412933096,0.7049925793914029
1_4,9,0.6788025191254753,0.7225062792753651
1_5,9,0.7975449430213558,2.904239960613042
2_0,9,0.3664174782221808,0.7981709703655526
2_1,9,0.37548985361468556,0.8128379325170328
2_2,9,0.38015113807484213,0.34316859741022093
2_3,9,0.37995776928523006,0.3421781588308882
2_4,9,0.38102874532341957,0.3404008307964495
2_5,9,0.37957362136712264,0.40083510922913507
3_0,9,0.46844090531139,0.44776457488536836
3_1,9,0.46032433113769483,0.44803648710250854
3_2,9,0.47369929113866466,0.44664366881052653
3_3,9,0.45939100764103624,0.4364770519733429
3_4,9,0.4577765094214364,0.43226009597380954
3_5,9,0.47272764337494183,0.44315652072429657
0_0,10,0.6540836773402109,0.7072315099835396
0_3,10,0.6314001031161294,0.7762430626749992
1_0,10,0.7000192229053099,0.7575353798966338
1_1,10,0.7271924560232986,0.7517475935011885
1_2,10,0.6530432327509784,0.6992647344396062
1_4,10,0.6764747555092941,0.7147398233196162
1_5,10,0.7935221533981158,2.478839656732378
2_0,10,0.3640284484215811,0.7569105420077201
2_1,10,0.37506465398359534,0.509574295270561
2_2,10,0.3783740781101526,0.3461487551431845
2_3,10,0.37952405053610894,0.34090852250557135
2_4,10,0.37955070885957454,0.34112858064103835
2_5,10,0.3795212293956794,0.4094432174864382
3_0,10,0.4672657492521562,0.4474554150303205
3_1,10,0.45888655294517156,0.44735762099424997
3_2,10,0.4717107249521895,0.44588090846935907
3_3,10,0.4594871406688502,0.43256046970685325
3_4,10,0.4558363557842217,0.4317550997932752
3_5,10,0.47254479426498475,0.4439174931248029
0_0,11,0.6550558644134229,0.7080101183652878
0_3,11,0.6232361288990561,0.8154552479982377
1_0,11,0.6946873113834601,0.7572496945623064
1_1,11,0.7516993717859974,0.7538585016762254
1_2,11,0.64872680486535,0.6981666290411984
1_4,11,0.6753107384919262,0.7141232166412103
1_5,11,0.7908436044407405,2.9794539120728083
2_0,11,0.36745550286243944,1.1125277178269801
2_1,11,0.3751186760617237,0.6751514271934433
2_2,11,0.3780043323834737,0.3452797596997554
2_3,11,0.3784756030083871,0.34017837637721904
2_4,11,0.37898346540682454,0.34205774505539693
2_5,11,0.37789910199011073,0.41559252740428
3_0,11,0.46611219169081824,0.448965000808239
3_1,11,0.4563478646603854,0.44640876591205597
3_2,11,0.4712298453638428,0.4442866249879201
3_3,11,0.4577466050457013,0.4327369342247645
3_4,11,0.45544429706703676,0.43204205473264057
3_5,11,0.46855588330838244,0.43839497834444047
0_0,12,0.6504292378392745,0.707490678191185
0_3,12,0.6254538239867199,0.7957392190694809
1_0,12,0.6937220058531213,0.7514847067803362
1_1,12,0.7245037883734532,0.746987378075175
1_2,12,0.647274377105905,0.6951161975408122
1_4,12,0.6719693566183392,0.7057648753597788
1_5,12,0.7895082588032852,2.9024225780128563
2_0,12,0.3659573558937101,4.00923744286641
2_1,12,0.3744207840851125,2.9683682763635524
2_2,12,0.3766464555234301,0.34852090050088297
2_3,12,0.3777724383581503,0.3410837732919372
2_4,12,0.37706282033639793,0.3397430044294584
2_5,12,0.37781160770385874,0.5087621613304214
3_0,12,0.46433549795887974,0.44354772408803306
3_1,12,0.45640112925320864,0.44428714881340664
3_2,12,0.47105219705324425,0.4449220722913742
3_3,12,0.4568963144464712,0.43094419697920483
3_4,12,0.4558434040334664,0.429235909084479
3_5,12,0.46796402041065066,0.43527278045813245
0_0,13,0.6490572856401834,0.7080433069467544
0_3,13,0.6201958934241157,0.8181188240051269
1_0,13,0.7016117997842727,0.7740472355028138
1_1,13,0.7173924098769537,0.7494932997183208
1_2,13,0.6451769937499822,0.6866057248663728
1_4,13,0.6713512208607557,0.7107995402638929
1_5,13,0.7881514776846488,3.7080187020945723
2_0,13,0.36237182424348946,1.0926435627412088
2_1,13,0.372550822356168,1.5685490026037292
2_2,13,0.37715915787745924,0.345677512412024
2_3,13,0.3774665811774777,0.34031936054182527
2_4,13,0.37639311799669967,0.3401212929794104
2_5,13,0.37709880605632184,0.5044295714043154
3_0,13,0.46325915571498244,0.446797749598821
3_1,13,0.4556112711464888,0.4414621905485789
3_2,13,0.4684630387560709,0.44087292154630026
3_3,13,0.4562713856759824,0.42869367490212124
3_4,13,0.45373411878551306,0.4274364410837491
3_5,13,0.4695578578271364,0.43537277470032376
0_0,14,0.6494406123212942,0.7073952549695969
0_3,14,0.617216732734301,0.7984136025905609
1_0,14,0.6885594043800299,0.7491434386176784
1_1,14,0.7155825980007648,0.7425645510428143
1_2,14,0.643061124458373,0.6905120210926028
1_4,14,0.6689964367760172,0.7026300981749584
1_5,14,0.7869369558078779,2.759698381824215
2_0,14,0.3619571394634013,0.9001151826417092
