client_id,training_round,fed_train,fed_val
0_1,0,0.8704694460813455,0.8664969283342362
0_2,0,0.7651731091456151,0.6408272817134857
0_3,0,0.8043472241815619,0.793299869775772
0_4,0,0.7578765889263059,0.6291387697458267
0_5,0,0.8656277445357615,1.7964652882814407
1_0,0,0.9048284045119079,0.8775611417571993
1_1,0,0.8990640899153064,0.8579977388582091
1_2,0,0.8959859556002583,0.8621455600661952
1_3,0,0.9252330746046074,0.9277277060233764
1_4,0,0.9056996593801238,0.8566574327049464
1_5,0,0.9090050115859766,4.048799080243946
2_0,0,0.666004878267938,5.466165083617267
2_1,0,0.6641561091676647,12.18471228899342
2_2,0,0.6896743376319315,0.43486203636863446
2_3,0,0.6829218449545842,0.42651707553627466
2_4,0,0.6939303664600148,0.43356708872436295
2_5,0,0.6908989500473527,0.8455678690778147
3_0,0,0.7203312131919359,0.5520188014705976
3_1,0,0.7135557904839516,0.5559292566776276
3_2,0,0.7469607932787192,0.5738822843631108
3_3,0,0.7063325167094406,0.5374095706144969
3_4,0,0.7269350610869495,0.55096242249012
3_5,0,0.7329669348699482,0.5541060817241669
0_1,1,0.7394379617309007,0.8068511511087417
0_2,1,0.5736971909957608,0.549490517437458
0_3,1,0.6971155359871745,0.7092597093582154
0_4,1,0.5666547487159883,0.5431022264957428
0_5,1,0.741291270070658,5.923360080718994
1_0,1,0.7791349184598854,0.8210037961928514
1_1,1,0.7853741832077503,0.8111010949759587
1_2,1,0.7600894302344151,0.7461123848265975
1_3,1,0.8664254473803712,0.8819353441252326
1_4,1,0.7889552774081985,0.7762573059022861
1_5,1,0.835031300729556,2.6096014149867703
2_0,1,0.45298317995141535,4.5244588618821435
2_1,1,0.4521855291198282,12.723136900527642
2_2,1,0.46267016531497823,0.38873603172821575
2_3,1,0.460335789869229,0.37895400010713254
2_4,1,0.46261822768286165,0.38043811799275995
2_5,1,0.4603714858930485,0.45160959424948927
3_0,1,0.5514452160385094,0.49166444391012193
3_1,1,0.5500934356333393,0.5020853751897811
3_2,1,0.5706254764411011,0.4970315745472908
3_3,1,0.5398317074011031,0.4803348382314046
3_4,1,0.55410474102552,0.48287524580955504
3_5,1,0.5599814846033329,0.48830452273289365
0_1,2,0.7122093003800535,0.7924282326698303
0_2,2,0.5231080362646598,0.5239384480714798
0_3,2,0.6699936326563828,0.7452116953134537
0_4,2,0.5165768618013445,0.5165552686452866
0_5,2,0.7100317627778203,11.145838613390923
1_0,2,0.7560429278519942,0.8196449002427776
1_1,2,0.7704947881882996,0.794371144506183
1_2,2,0.718089561078617,0.736046179367678
1_3,2,0.8511214920406719,0.8666143790431267
1_4,2,0.7388676869140255,0.750001419525947
1_5,2,0.8257425405996309,1.9079398582451534
2_0,2,0.41166504202227966,3.924290461705463
2_1,2,0.40976450862545594,7.160573176965855
2_2,2,0.4183669763014597,0.3681619826077235
2_3,2,0.41964518125442896,0.3608031992865081
2_4,2,0.41739197440591513,0.3658711581241966
2_5,2,0.41707173581509027,0.3786830292774899
3_0,2,0.5087649992324019,0.46981150527795157
3_1,2,0.505185139855664,0.4773321218291918
3_2,2,0.5225438428062358,0.4790451184908549
3_3,2,0.4987477953790834,0.4581131657958031
3_4,2,0.5070559671148658,0.4599945846199989
3_5,2,0.5140713484173542,0.46543186138073606
0_1,3,0.7009638393019128,0.789733144044876
0_2,3,0.49709405934834106,0.5277050994634628
0_3,3,0.6570399288586745,0.7773479313850403
0_4,3,0.49245825175225266,0.50548333132267
0_5,3,0.6952637596803857,14.838771756887436
1_0,3,0.7469198370901801,0.8247499081992755
1_1,3,0.762334979909787,0.7842817444653407
1_2,3,0.697746421096565,0.7140316932740873
1_3,3,0.8420517652583637,0.8582086069305448
1_4,3,0.7177910675033391,0.741458028119846
1_5,3,0.8224286529228841,1.3256978525297485
2_0,3,0.3940938090284665,1.808516065820609
2_1,3,0.3945219840343092,4.15074212701604
2_2,3,0.4010927468246105,0.3621987334572443
2_3,3,0.4039163490136464,0.35131052977377825
2_4,3,0.4015309239427249,0.35898109075456563
